long_name,overall,potential,cluster
Gabriel Alonso Suazo Urbina,72,75,0
Jean-Kévin Duverne,72,75,0
Rey Manaj,72,75,0
Boris Radunović,72,75,1
Shaquell Moore,72,75,0
Santiago Colombatto,72,75,0
Pablo David Sabbag Daccarett,72,75,0
Mats Köhlert,72,75,0
Phillip Tietz,72,75,0
Jordan Storey,72,75,0
Gaïus Makouta,72,75,0
Berkay Özcan,72,75,0
Pol Mikel Lirola Kosok,72,75,0
Irvin Cardona,72,75,0
Luca Zanimacchia,72,75,0
Fodé Ballo-Touré,72,75,0
Gaëtan Weissbeck,72,75,0
Jeremy Ebobisse,72,75,0
Thibault De Smet,72,75,0
Florinel Teodor Coman,72,75,0
Robin Hack,72,75,0
Florent Muslija,72,75,0
Dennis Man,72,75,0
Ousseynou Ba,72,75,0
Abdoulrahmane Harroui,72,75,0
André Filipe Cunha Vidigal,72,75,0
Tobias Mølgaard Henriksen,72,75,0
Keven Schlotterbeck,72,75,0
Filip Benković,72,75,0
Volodymyr Shepelev,72,75,0
Filip Uremović,72,75,0
Bruno Xavier Almeida Costa,72,75,0
DeJuan Lytelle Jones,72,75,0
Facundo Mura,72,75,0
Jaime Seoane Valenciano,72,75,0
Shamar Amaro Nicholson,72,75,0
Jaen Carlos Pineda Jiménez,72,75,0
Lazaros Rota,72,75,0
Erik Jirka,72,75,0
Marco Grüll,72,75,0
Julian Justvan,72,75,0
Ilan Kais Kebbal,72,75,0
Oleksandr Tymchyk,72,75,0
Ardian Ismajli,72,75,0
Obinna Nwobodo,72,75,0
Zaid Abner Romero,72,75,0
Dario Špikić,72,75,0
Veljko Birmančević,72,75,0
Facundo Bruera,72,75,0
Carlos Eduardo Lopes Cruz,72,75,0
Morlaye Sylla,72,75,0
Ulises Sanchez,72,75,0
Kortney Hause,72,74,0
Patrick James Coleman McNair,72,74,0
Stian Rode Gregersen,72,74,0
Ethan Shea Horvath,72,74,1
Bruno Miguel Semedo Varela,72,74,1
David Costas Cordal,72,74,0
Dominic Hyam,72,74,0
Adam Armstrong,72,74,0
Timon Janis Wellenreuther,72,74,1
Ainsley Maitland-Niles,72,74,0
Chris Anthony Willock,72,74,0
David Gil Mohedano,72,74,1
Rasmus Lauritsen,72,74,0
Cedric Teuchert,72,74,0
Kieran Dowell,72,74,0
Jeff Reine-Adélaïde,72,74,0
Maximiliano Caufriez,72,74,0
Braian Ezequiel Cufré,72,74,0
Ionuț Andrei Radu,72,74,1
Alexandru Cicâldău,72,74,0
Bogdan Vasylyovych Mykhaylichenko,72,74,0
Manuel Fuster Lázaro,72,74,0
Alan Damián Medina Silva,72,74,0
Tomás Ignacio Marchiori Carreño,72,74,1
Koray Günter,72,73,0
Siebe Schrijvers,72,73,0
Valentino Lazaro,72,73,0
Roberto Suárez Pier,72,73,0
Jesper Karlström,72,73,0
Sebastian Schonlau,72,73,0
José Ángel Pozo la Rosa,72,73,0
Daniel Pedro Calvo San Román,72,73,0
Liam Henderson,72,73,0
Oliver McBurnie,72,73,0
Gregory Kwesi Wüthrich,72,73,0
Marco Ilaimaharitra,72,73,0
Anthony Briançon,72,73,0
Ulisses Alexandre Garcia Lopes,72,73,0
Kevin Nicolás Ratti Fredes,72,73,1
Adam Buksa,72,73,0
Emmanuel Okyere Boateng,72,73,0
Antonio Palumbo,72,73,0
Samuel Portugal Lima,72,73,1
Nicolás Martín Tripichio,72,73,0
Carlens Jean Fedlaire Ruby Arcus,72,73,0
Arthur Desmas,72,73,1
Mads Pedersen,72,73,0
Iñigo Córdoba Querejeta,72,73,0
José Ndong Machín Dicombo,72,73,0
Ádám Nagy,72,73,0
Álvaro Tejero Sacristán,72,73,0
Mathias Pereira Lage,72,73,0
Marcel Hartel,72,73,0
Rémi Oudin,72,73,0
Leonardo Sernicola,72,73,0
Luis Alfonso Abram Ugarelli,72,73,0
Didier Lamkel Zé,72,73,0
Fabio Depaoli,72,73,0
Alberth Josué Elis Martínez,72,73,0
Lucas Blondel,72,73,0
Vasilis Cornelius Barkas,72,73,1
José Antonio Morente Oliva,72,73,0
Roman Yaremchuk,72,73,0
Manprit Sarkaria,72,73,0
Lucas Lima Linhares,72,73,0
Dino Perić,72,73,0
Ross Cameron Stewart,72,73,0
Fashion Sakala Junior,72,73,0
相馬 勇紀,72,73,0
Jóbson de Brito Gonzaga,72,73,0
Antonio Sánchez Navarro,72,73,0
Rodrigo Abascal Barros,72,73,0
Kevin Armando Sandoval Laynes,72,73,0
坂元 達裕,72,73,0
Alex Eduardo Valera Sandoval,72,73,0
Mohamed Bouldini,72,73,0
Anderson de Jesus Santos,72,73,0
José Ernesto Sosa,72,72,0
Łukasz Józef Podolski,72,72,0
Juan Manuel Insaurralde,72,72,0
Jean-Louis Leca,72,72,1
Sinan Bolat,72,72,1
Tom Heaton,72,72,1
Andreas Ulmer,72,72,0
Darren Randolph,72,72,1
Jonas Bybjerg Lössl,72,72,1
Niklas Moisander,72,72,0
James Tomkins,72,72,0
Ritchie Ria Alfons De Laet,72,72,0
Marcelo Alfonso Díaz Rojas,72,72,0
Ángel Luís Rodríguez Díaz,72,72,0
Miguel Luís Pinto Veloso,72,72,0
Vito Mannone,72,72,1
Ralf Sebastian Fährmann,72,72,1
Damien Da Silva,72,72,0
Edgar Bruno da Silva,72,72,0
Marcelo Antônio Guedes Filho,72,72,0
Barry Ryan Bannan,72,72,0
Pablo Daniel Piatti,72,72,0
Facundo Sebastián Roncaglia,72,72,0
Romain Thomas,72,72,0
Ricky van Wolfswinkel,72,72,0
Johnny Russell,72,72,0
Yoel Rodríguez Oterino,72,72,1
Denis Odoi,72,72,0
Even Hovland,72,72,0
Luke Ayling,72,72,0
Matt Ritchie,72,72,0
José Aurelio Carvallo Alonso,72,72,1
El Fardou Mohamed Ben Nabouhane,72,72,0
Lautaro Germán Acosta,72,72,0
Abel Mathías Hernández Platero,72,72,0
Diego Fabián Polenta Musetti,72,72,0
Eloy Victor Room,72,72,1
Ashley Westwood,72,72,0
Alex McCarthy,72,72,1
Carlo Pinsoglio,72,72,1
Pedro Alcalá Guirado,72,72,0
Óscar Sielva Moreno,72,72,0
Xabier Etxeita Gorritxategi,72,72,0
Eliaquim Mangala,72,72,0
Stefan Frei,72,72,1
Danijel Aleksić,72,72,0
Ken Remi Stefan Strandberg,72,72,0
Alberto Perea Correoso,72,72,0
Salman Mohammed Al-Faraj,72,72,0
김승규 金承奎,72,72,1
Hernán Barcos,72,72,0
Steven de Sousa Vitória,72,72,0
Matthias Jürgen Zimmermann,72,72,0
Artur Ioniță,72,72,0
Gaëtan Charbonnier,72,72,0
Sebastian Polter,72,72,0
Andreas Luthe,72,72,1
Mario Gaspar Pérez Martínez,72,72,0
Alan Pulido Izaguirre,72,72,0
Steve Cook,72,72,0
Bram Nuytinck,72,72,0
Mattia Destro,72,72,0
Arnaud Souquet,72,72,0
Xavier Chavalerin,72,72,0
Francesco Bardi,72,72,1
Ehsan Haji Safi,72,72,0
Adrián San Miguel del Castillo,72,72,1
Jeffrey Bruma,72,72,0
Serdar Gürler,72,72,0
Benjamin Leroy,72,72,1
Jonas Martin,72,72,0
Damian Dąbrowski,72,72,0
Matěj Vydra,72,72,0
Tom Bradshaw,72,72,0
Cristian Esteban Gamboa Luna,72,72,0
Martin Linnes,72,72,0
Dominick Drexler,72,72,0
Zakaria Labyad,72,72,0
Elbasan Rashani,72,72,0
Jack Robinson,72,72,0
Raúl Lizoáin Cruz,72,72,1
Yoann Court,72,72,0
José Ramiro Funes Mori,72,72,0
Wilson Bruno Naval da Costa Eduardo,72,72,0
Bartosz Bereszyński,72,72,0
Marco van Ginkel,72,72,0
Jesse Pekka Joronen,72,72,1
Jamie Paterson,72,72,0
Pedro Mba Obiang Avomo,72,72,0
Michael Esser,72,72,1
Tomáš Koubek,72,72,1
Steven Skrzybski,72,72,0
Thomas Ince,72,72,0
Christopher Schindler,72,72,0
James Forrest,72,72,0
蒋光太,72,72,0
Milan Badelj,72,72,0
Kenny McLean,72,72,0
Faouzi Ghoulam,72,72,0
Noë Dussenne,72,72,0
Federico Fernández,72,72,0
Jasmin Kurtić,72,72,0
Simon Zoller,72,72,0
Facundo Tomás Quignón,72,72,0
Luděk Pernica,72,72,0
Ertaç Özbir,72,72,1
谭龙,72,72,0
Thomas Monconduit,72,72,0
Valère Germain,72,72,0
Stuart Dallas,72,72,0
Stéphane Bahoken,72,72,0
Thomas Delaine,72,72,0
Loris Karius,72,72,1
Marcello Falzerano,72,72,0
Kenny Lala,72,72,0
Xavier Mercier,72,72,0
Jürgen Locadia,72,72,0
Ole Kristian Selnæs,72,72,0
Diego Iván Rubio Kostner,72,72,0
Salvador José Milhazes Agra,72,72,0
Alex Renato Ibarra Mina,72,72,0
Tokmac Chol Nguen,72,72,0
Lucas Nahuel Castro,72,72,0
Brian Guillermo Montenegro Benítez,72,72,0
Terrence Anthony Boyd,72,72,0
Sergiy Kryvtsov,72,72,0
Franco Rodrigo Fragapane,72,72,0
Filip Viktor Helander,72,72,0
Miler Alejandro Bolaños Reascos,72,72,0
Sokratis Dioudis,72,72,1
Mike van der Hoorn,72,72,0
Kaan Ayhan,72,72,0
Anthony Jung,72,72,0
Dimitrios Pelkas,72,72,0
Marcus Andreas Danielsson,72,72,0
Jean Mota Oliveira de Sousa,72,72,0
Thom Jan Marinus Haye,72,72,0
Branimir Hrgota,72,72,0
Daniel Bachmann,72,72,1
Florian Tardieu,72,72,0
Barrie McKay,72,72,0
Carlos Vinícius Santos de Jesús,72,72,0
Charalampos Lykogiannis,72,72,0
Ridgeciano Delano Haps,72,72,0
Louis Schaub,72,72,0
Edgar Miguel Ié,72,72,0
Jordi Quintillà Guasch,72,72,0
Júlio Carolino Tavares,72,72,0
Jörgen Joakim Nilsson,72,72,0
이창근 李灿东,72,72,1
Javier Manquillo Gaitán,72,72,0
César De La Hoz López,72,72,0
费南多,72,72,0
Martin Callie Boyle,72,72,0
Nyasha Liberty Mushekwi,72,72,0
Alexander Martín Marquinho Callens Asín,72,72,0
Federico Barba,72,72,0
Florian Niederlechner,72,72,0
José Ignacio Martínez García,72,72,0
Enzo Pablo Roco Roco,72,72,0
Ivan Ricardo Neves Abreu Cavaleiro,72,72,0
Jonas Meffert,72,72,0
임채민 林查明,72,72,0
Luca Garritano,72,72,0
Maxime Chanot,72,72,0
Sven Michel,72,72,0
Carlton Morris,72,72,0
Kellyn Kai Perry-Acosta,72,72,0
Marius Gersbeck,72,72,1
Ben Pearson,72,72,0
Éder Fabián Álvarez Balanta,72,72,0
Yimmi Javier Chara Zamora,72,72,0
Pablo Alejandro Parra Rubilar,72,72,0
Esteban Andres Pavez Suazo,72,72,0
Daniel Alejandro Torres Rojas,72,72,0
Ángelo José Rodríguez Henry,72,72,0
Felipe Aguilar Mendoza,72,72,0
Jeremy Toljan,72,72,0
Paolo Duval Goltz,72,72,0
Fernando Nicolás Meza,72,72,0
Héctor Daniel Villalba,72,72,0
Rubén Alejandro Botta Montero,72,72,0
Emiliano Ariel Rigoni,72,72,0
Jonathan Cristian Silva,72,72,0
Christian Mathenia,72,72,1
Francesco Vicari,72,72,0
David Jason Remeseiro Salgueiro,72,72,0
Damir Kreilach,72,72,0
Jorge Emanuel Broun,72,72,1
George Honeyman,72,72,0
Daley Sinkgraven,72,72,0
Jean Michaël Seri,72,72,0
Cláudio Winck Neto,72,72,0
Jean-David Beauguel,72,72,0
Mame Baba Thiam,72,72,0
Rómulo Otero Vásquez,72,72,0
Jubal Rocha Mendes Júnior,72,72,0
原口 元気,72,72,0
Paul Joseph Arriola Hendricks,72,72,0
Mbwana Ally Samatta,72,72,0
Claudio Ezequiel Aquino,72,72,0
Francesco Filippo Zampano,72,72,0
Jordan Kévin Amavi,72,72,0
Sean Desmond Klaiber,72,72,0
Mattia Aramu,72,72,0
Norbert Gyömbér,72,72,0
Paweł Piotr Bochniewicz,72,72,0
Alberto Grassi,72,72,0
Lorenzo Venuti,72,72,0
Jaume Doménech Sánchez,72,72,1
Mathieu Maertens,72,72,0
Alessandro Bellemo,72,72,0
Germán Andrés Conti,72,72,0
Carlos Andrés Ramírez Aguirre,72,72,0
武磊,72,72,0
Omenuke Mfulu,72,72,0
André Geraldes de Barros,72,72,0
Marcel Sobottka,72,72,0
Paul Seguin,72,72,0
Arbër Zeneli,72,72,0
Peter Žulj,72,72,0
Peter Michorl,72,72,0
Grejohn Kyei,72,72,0
Ozan Tufan,72,72,0
Marcelo Nicolás Benítez,72,72,0
Alexandre Mendy,72,72,0
Stefan Mugoša,72,72,0
Sergi Canós Tenés,72,72,0
Dyego Wilverson Ferreira Sousa,72,72,0
Yoann Barbet,72,72,0
François Kamano,72,72,0
Lucas Adrián Hoyos,72,72,1
颜骏凌,72,72,1
Gian Marco Ferrari,72,72,0
Steve Michel Mounié,72,72,0
Marnon Thomas Busch,72,72,0
Nemanja Radoja,72,72,0
Rúben Barcelos De Sousa Lameiras,72,72,0
Erwin Branco Ampuero Vera,72,72,0
Hernani Azevedo Júnior,72,72,0
Sergio Antônio Soler de Oliveira Júnior,72,72,0
Ahmet Oğuz,72,72,0
Martín Merquelanz Castellanos,72,72,0
Miguel Ángel Trauco Saavedra,72,72,0
Daniele Verde,72,72,0
Benjamin Verbič,72,72,0
Jordan Morris,72,72,0
Sean Davis,72,72,0
Federico Vicente Lanzillota,72,72,1
Baldomero Perlaza Perlaza,72,72,0
Ivo Tiago dos Santos Rodrigues,72,72,0
Abdallah Kerim Mrabti,72,72,0
Jakub Hromada,72,72,0
Gastón Claudio Giménez,72,72,0
안현범 安铉范,72,72,0
Jean Evrard Kouassi,72,72,0
Mërgim Vojvoda,72,72,0
Matías Ezequiel Vargas Martín,72,72,0
Alejandro Maximiliano Camargo Osses,72,72,0
Jorge Miramón Santagertrudis,72,72,0
João Pedro Barradas Novais,72,72,0
Sergio Guardiola Navarro,72,72,0
Gastón Rodrigo Pereiro López,72,72,0
José Antonio Ferrández Pomares,72,72,0
Alexandru Ionuț Mitriță,72,72,0
Vital Manuel N,72,72,0
Jhonatan Luiz da Siqueira,72,72,1
Luiz Santiago Sacramento Cruz,72,72,1
Heitor Edvaldo Barreto Gesser,72,72,0
Túlio Sebastião Changas Tramontino,72,72,1
Alam Cristian Araújo Martins,72,72,0
Fabiano Elton Sonta Pessoa,72,72,0
Ailton Jonas Valpaços Salazar,72,72,0
Guto Ramón Milazar Coimbra,72,72,0
Sebastião Erick Couteira Baía,72,72,0
Kauã Ricardo Abranches Simões,72,72,0
Gustavo Rafael Lobateiro Gomes,72,72,0
Evandro Sérgio Rochedo Paulino,72,72,0
André Mikael Milazar Santoso,72,72,1
Alam Cristian Boas Anjos,72,72,0
Flávio Raphael Rebeilo Mestres,72,72,0
Tony Josimar Mutto Abrão,72,72,0
Jenaro Breno Kaio de Freitas,72,72,0
Éder Marvin Oliveira Simão,72,72,0
Igor Paolo Madinha Eustáquio,72,72,0
Timoteo Samuel Triano Branco,72,72,0
Antônio Felipe Macedo Calegari,72,72,0
Manuel Leonardo Conceição Paes,72,72,0
Marcos Alam Bastos Domingues,72,72,0
Fábio Kel Melo Feijó,72,72,0
Dersan Jaime Dinis Abravanel,72,72,0
Hélton Luiz Celanova Vieira,72,72,0
Gérson Fábio Noalha Rochela,72,72,0
Matheus Jadson Vidigal Morais,72,72,0
Vicemte Ernesto Tófoli Laranjeiras,72,72,0
Leandro Freddy Vivenço Morais,72,72,0
João Fabrício Bruinheira Salvador,72,72,1
Hugo Adryan Rubiães Chaves,72,72,0
Emre Akbaba,72,72,0
Brian Abel Luciatti,72,72,0
João Aniceto Grandela Nunes,72,72,0
Jeison Steven Lucumí Mina,72,72,0
金俊仁,72,72,1
Dániel Sallói,72,72,0
森岡 弘良太,72,72,0
고승범 高承范,72,72,0
Damián Iván Batallini,72,72,0
Cristian Alberto Tarragona,72,72,0
Mateus dos Santos Castro,72,72,0
Oualid El Hajjam,72,72,0
Arkadiusz Reca,72,72,0
Filip Stojković,72,72,0
Luis Jesús Pérez Maqueda,72,72,0
Yoann Salmier,72,72,0
Facundo Barcelo Viera,72,72,0
João Rodolfo Bardinho Barros,72,72,0
Franco Negri,72,72,0
Dimitris Giannoulis,72,72,0
Michael Amir Murillo Bermudez,72,72,0
Emre Kılınç,72,72,0
Halil Akbunar,72,72,0
Davit Khocholava,72,72,0
Eldor Shomurodov,72,72,0
Srđan Plavšić,72,72,0
João Pedro Pereira dos Santos,72,72,0
Mohamed Fouzair,72,72,0
Dong Jun Lee,72,72,0
Léandre Gaël Tawamba Kana,72,72,0
Milan Havel,72,72,0
Luciano Daniel Pons,72,72,0
Juan Gabriel Rodríguez,72,72,0
Carlos José Sierra López,72,72,0
Dino Hotić,72,72,0
Bandar Mohammed Mohammed Saeed Mahdi Al Ahbabi,72,72,0
Alberto Espínola Giménez,72,72,0
Federico Andrés Martínez Berroa,72,72,0
Leonardo Henriques Coelho,72,72,0
Janner Hitcler Corozo Alman,72,72,0
Fran Tudor,72,72,0
Václav Jemelka,72,72,0
Ousmane Doumbia,72,72,0
Karim El Berkaoui,72,72,0
Mateus Quaresma Correia,72,72,0
Martin Ádám,72,72,0
Giovanni Zaro,72,72,0
Mile Škorić,72,72,0
Agustín Eugenio García Basso,72,72,0
Bilal El Khannouss,71,86,0
Andreas Rædergård Schjelderup,71,86,0
Jamie Bynoe-Gittens,71,86,0
Mathys Tel,71,86,0
Désiré Doué,71,86,0
Matìas Soulè Malvano,71,85,0
Henrique Pereira Araújo,71,85,0
Sávio Moreira de Oliveira,71,85,0
Samuel Iling-Junior,71,85,0
Adamo Nagalo,71,84,0
James Trafford,71,84,1
Valentín Barco,71,84,0
Gavin Okeroghene Bazunu,71,83,1
Logan Costa,71,83,0
Ricardo Daniel Pepi,71,83,0
Zeno Debast,71,83,0
Jon Pacheco Dozagarat,71,83,0
Ardon Jashari,71,83,0
Lorenzo Pirola,71,83,0
Callum Doyle,71,83,0
Máximo Perrone,71,83,0
Sael Kumbedi Nseke,71,83,0
Agustín Giay,71,83,0
Daniel George Ballard,71,82,0
Gastón Luciano Ávila,71,82,0
Facundo Pellistri Rebollo,71,82,0
斉藤 光毅,71,82,0
Brandon Soppy,71,82,0
Marco John,71,82,0
Jesús Vázquez Alcalde,71,82,0
Kaio Jorge Pinto Ramos,71,82,0
Ilias Akhomach Chakkour,71,82,0
Alessandro Zanoli,71,82,0
Leny Yoro,71,82,0
Liberato Gianpaolo Cacace,71,81,0
Moussa Diarra,71,81,0
John Tolkin,71,81,0
Albert Grønbæk Erlykke,71,81,0
Riccardo Calafiori,71,81,0
Dan Assane Ndoye,71,81,0
Million Manhoef,71,81,0
Sergio Arribas Calvo,71,81,0
Jay Gorter,71,81,1
Diego López Noguerol,71,81,0
Nelson Palacio Ruiz,71,81,0
Federico Redondo Solari,71,81,0
Marcus Vinícius Oliveira Alencar,71,81,0
Tiago Carvalho Santos,71,81,0
Lameck Banda,71,81,0
Daniel Namaso Edi-Mesumbe Loader,71,80,0
Ethan Laird,71,80,0
Anthony Patterson,71,80,1
Han-Noah Massengo,71,80,0
Lucien Jefferson Agoume,71,80,0
Bryan Silva Teixeira,71,80,0
Jacob Greaves,71,80,0
오현규 Hyeon Gyu Oh,71,80,0
José Gragera Amado,71,80,0
Enzo Camille Alain Millot,71,80,0
Nathanaël Mbuku,71,80,0
Daryl Dike,71,80,0
Niels Patrick Nkounkou,71,80,0
El Bilal Touré,71,80,0
Jherson Steven Mosquera Castro,71,80,0
Matteo Lovato,71,80,0
Ramiro Enrique Paz,71,80,0
Mandela Keita,71,80,0
Agustín Martegani,71,80,0
Arouna Sangante,71,80,0
Bautista Kociubinski,71,80,0
Pedro Jorge Gonçalves Malheiro,71,80,0
Jesurun Rak-Sakyi,71,80,0
Marc Pubill Pagès,71,80,0
Diego Coppola,71,80,0
Hrvoje Smolčić,71,80,0
Matěj Jurásek,71,80,0
Michael John Cooper,71,79,1
Enzo Ebosse,71,79,0
Juan Brandáriz Movilla,71,79,0
Bali Mumba,71,79,0
Antonino Gallo,71,79,0
Ezequiel Eduardo Bullaude,71,79,0
Gianluca Gaetano,71,79,0
Juan Ignacio Barinaga,71,79,0
Nathan N'Goumou Minpole,71,79,0
Michał Skóraś,71,79,0
Lautaro Alberto Morales,71,79,1
Muhammed-Cham Saračević,71,79,0
Adam Karabec,71,79,0
Oleksandr Syrota,71,79,0
Matisse Samoise,71,79,0
Michele Collocolo,71,79,0
Lucas Pires Silva,71,79,0
Emil Bohinen,71,78,0
Jayson Patrick Molumby,71,78,0
Dennis Hadžikadunić,71,78,0
Firas Tariq Nasser Al-Buraikan,71,78,0
Michaël Bruno Dominique Cuisance,71,78,0
Miguel de la Fuente Escudero,71,78,0
Zinho Vanheusden,71,78,0
John Buckley,71,78,0
Miguel Ángel Rubio Lestán,71,78,0
Victor Alexander da Silva,71,78,0
Kamal Sowah,71,78,0
Vladyslav Supriaha,71,78,0
Santiago Sosa,71,78,0
Marc Aguado Pallarés,71,78,0
Luke McNally,71,78,0
Santiago Moreno,71,78,0
Lasse Berg Johnsen,71,78,0
Benjamin Cabango,71,78,0
Mateu Jaume Morey Bauzá,71,78,0
Francisco Sampaio Moura,71,78,0
Luis Ismael Vázquez,71,78,0
Fernando Niño Rodríguez,71,78,0
Borja Sainz Eguskiza,71,78,0
Ricard Sánchez Sendra,71,78,0
Jessic Gaïtan Ngankam,71,78,0
Jan Paul van Hecke,71,78,0
Ismael Saibari Ben El Basra,71,78,0
Luciano Emilio Gondou Zanelli,71,78,0
Abdelkahar Kadri,71,78,0
Iván Tapia,71,78,0
Mojmír Chytil,71,78,0
Matheus Pereira da Silva,71,77,0
Mile Svilar,71,77,1
Devis Estiven Vásquez Llach,71,77,1
Jens Petter Hauge,71,77,0
Maximiliano Alberto Lovera,71,77,0
Sam Field,71,77,0
Maarten Paes,71,77,1
Alessio Zerbin,71,77,0
Flynn Downes,71,77,0
Jón Dagur Þorsteinsson,71,77,0
Jerome Opoku,71,77,0
Cristian Sleiker Cásseres Yepes,71,77,0
Alejandro Domínguez Romero,71,77,1
Mikkel Kaufmann Sørensen,71,77,0
Ignacio Santiago Aliseda,71,77,0
Mihai Valentin Mihăilă,71,77,0
Martin Yankov Minchev,71,77,0
Sebastian Vinther Jørgensen,71,77,0
Horaţiu Alexandru Moldovan,71,77,1
Domagoj Bradarić,71,77,0
Marcelino Ignacio Nuñez Espinoza,71,77,0
José Marcos Costa Martins,71,77,0
Erik Jorgens de Menezes,71,77,0
Fotis Ioannidis,71,77,0
Emanuele Valeri,71,77,0
Marvin Pieringer,71,77,0
Gastón Benedetti Taffarel,71,77,0
Mohamed Ali Ben Romdhane,71,77,0
Cheick Oumar Conde,71,77,0
Jérôme Junior Onguéné,71,76,0
Maicol Giovanny Medina Medina,71,76,0
Tsiy-William Ndenge,71,76,0
Francisco José Villalba Rodrigo,71,76,0
Aiden Connor O'Neill,71,76,0
Mitchell van Bergen,71,76,0
Tahith Chong,71,76,0
Ronaldo Augusto Vieira Nan,71,76,0
Callum Styles,71,76,0
Fabijan Buntić,71,76,1
Mads Emil Møller Madsen,71,76,0
Martin Hongla Yma,71,76,0
Aymen Barkok,71,76,0
Hannes Wolf,71,76,0
Youssef Maziz,71,76,0
Konstantinos Galanopoulos,71,76,0
Koffi Franck Kouao,71,76,0
Nicolas-Gerrit Kühn,71,76,0
Jessy Deminguet,71,76,0
Modibo Sagnan,71,76,0
Robert Atkinson,71,76,0
Oriol Rey Erenas,71,76,0
Edwin Alberto Herrera Hernandez,71,76,0
Robert Ljubičić,71,76,0
Alexander William Cochrane,71,76,0
Gonzalo Villar del Fraile,71,76,0
Efstratios Svarnas,71,76,0
Dayne St. Clair,71,76,1
Darius Dumitru Olaru,71,76,0
Dejan Joveljić,71,76,0
David Schnegg,71,76,0
Randy Nteka,71,76,0
Lucas Da Cunha,71,76,0
Frederick Henry Kessler,71,76,0
Yannik Keitel,71,76,0
Kilian Fischer,71,76,0
Fali Candé,71,76,0
Josep María Chavarría Pérez,71,76,0
Giuseppe Caso,71,76,0
Dominik Greif,71,76,1
Dmytro Riznyk,71,76,1
Piero Aldair Quispe Córdova,71,76,0
Michael Ijemuan Folorunsho,71,76,0
Erik Ross Palmer-Brown,71,75,0
James Bree,71,75,0
Patrick Pentz,71,75,1
Bailey Peacock-Farrell,71,75,1
Ramiro Jesús Macagno,71,75,1
Jamal Lewis,71,75,0
Keinan Davis,71,75,0
Chidozie Collins Awaziem,71,75,0
町田 浩樹,71,75,0
Sam Surridge,71,75,0
Niklas Schmidt,71,75,0
Yan Valery,71,75,0
Ahmed Touba,71,75,0
Lamine Fomba,71,75,0
Mads Roerslev Rasmussen,71,75,0
Ben Wilmot,71,75,0
Thody Élie Youan,71,75,0
Ibrahima Niane,71,75,0
Jelle Bataille,71,75,0
Danny McNamara,71,75,0
Ryan Porteous,71,75,0
Marcelo Josemir Saracchi Pintos,71,75,0
Francis Apelete Amuzu,71,75,0
Majeed Ashimeru,71,75,0
Tudor Cristian Băluţă,71,75,0
Anthony Racioppi,71,75,1
Toni Borevković,71,75,0
Timothé Cognat,71,75,0
Luca Ravanelli,71,75,0
Jeison Estiven Quiñónes Botina,71,75,0
Cameron Peter Devlin,71,75,0
Bartol Franjić,71,75,0
Konrad de la Fuente,71,75,0
Matías Fernando Cóccaro Ferreira,71,75,0
Ruan Tressoldi Netto,71,75,0
Tomi Horvat,71,75,0
Roman Květ,71,75,0
Bryan Josías Ramírez León,71,75,0
Andreas Hansen,71,74,1
Ander Cantero Armendáriz,71,74,1
Matt Clarke,71,74,0
Eric Anders Smith,71,74,0
Juan Cruz Komar,71,74,0
Alexis Blin,71,74,0
Federico Bonazzoli,71,74,0
Paolo Fernándes Cantin,71,74,0
Samy Mmaee Nwambeben,71,74,0
Arnaud Lusamba,71,74,0
Bonke Innocent,71,74,0
José Raúl Gutiérrez Parejo,71,74,0
Karlan Ahearne-Grant,71,74,0
Bilal Boutobba,71,74,0
Daniel Tan Barlaser,71,74,0
Mads Juel Andersen,71,74,0
Michel Vlap,71,74,0
Wiliam Carlos Santoso Sampaio,71,74,1
Casper De Norre,71,74,0
Jérémy Livolant,71,74,0
Wesley Moraes Ferreira da Silva,71,74,0
Franco Troyansky,71,74,0
Christopher James Mepham,71,74,0
László Bénes,71,74,0
Houboulang Mendes,71,74,0
Hans Fredrik Jensen,71,74,0
Sam Lammers,71,74,0
Christopher Téa Opéri,71,74,0
Digbo G'nampa Habib Maïga,71,74,0
Aron Leonard Dønnum,71,74,0
정태욱 Tae Wook Jeong,71,74,0
Javier Adolfo Altamirano Altamirano,71,74,0
Seny Timothy Dieng,71,74,1
Braydon Marvin Manu,71,74,0
Mehdi Pascal Marcel Léris,71,74,0
Lennard Maloney,71,74,0
Colin Dagba,71,74,0
Viktor Tobias Johansson,71,74,1
Francisco Reis Ferreira,71,74,0
Gastón Andrés Lodico,71,74,0
Edwuin Steven Cetré Angulo,71,74,0
Juan Felipe Aguirre Tabares,71,74,0
Jin Seob Park,71,74,0
Jesús David Rivas,71,74,0
Kamal Anthony Miller,71,74,0
Agustín Maximiliano Rogel Paita,71,74,0
Juan Ignacio Ramírez Polero,71,74,0
Juan Ángel Espínola González,71,74,1
Gastón Nicolás Martirena Torres,71,74,0
Ismaël Kandouss,71,74,0
Anton Krivotsyuk,71,74,0
Jairo Jair Concha Gonzáles,71,74,0
Tadeo Allende,71,74,0
Jose Joaquim de Carvalho,71,74,0
Alan Jesús Rodríguez Guaglianoni,71,74,0
Mattijs Branderhorst,71,73,1
Simone Scuffet,71,73,1
Juan Sebastián Quintero Fletcher,71,73,0
Craig Halkett,71,73,0
Gautier Lloris,71,73,0
Nikita Haikin,71,73,1
Mads Døhr Thychosen,71,73,0
